Legal Entity Name,"Organization
Marketing Name","Contract
Number","Organization
Type",Plan Type,"Contract
Effective
Date",Tax Status,"Parent
Organization","CMS
Region
Responsible",Enrollment,"Legal Entity
Street","Legal Entity
Street2","Legal Entity
City","Legal
Entity
State
Code","Legal
Entity
Zip","Directory
Contact Title","Directory
Contact Last
Name","Directory
Contact
First
Name","Directory
Contact
Middle
Initial","Directory
Contact
Phone","Directory
Contact
Phone
Ext","Directory
Contact Fax",Directory Contact Email,"Directory
Contact St
Address","Directory
Contact St
Address2","Directory
Contact City","Directory
Contact
State","Directory
Contact
Zip","Directory
Contact
Last
Update",contractId,planId,pbpStatus,lastUpdatedAt,retail_pharmacy_network,mail_order_1mo_supply,mail_order_3mo_supply,insulin_retail_1mo,insulin_mail_1mo,moop_lower,moop_intermediate,moop_mandatory
"CLEAR SPRING HEALTH
(GA), INC.",Clear Spring Health,H6672,Local CCP,HMO/HMOPOS,01/01/2017,For Profit,Group 1001,Chicago,2976,"3620 Enterprise
Way", ,Miramar,FL,33025,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/16/2022,H6672,005,Submitted,8/6/2024 4:01:32 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEAR SPRING HEALTH
(GA), INC.",Clear Spring Health,H9589,Local CCP,Local PPO,01/01/2017,For Profit,Group 1001,Chicago,216,"3620 Enterprise
Way", ,Miramar,FL,33025,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/16/2022,H9589,003,Submitted,8/6/2024 4:01:35 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEAR SPRING HEALTH
COMMUNITY CARE, INC.",Clear Spring Health,H3071,Local CCP,HMO/HMOPOS,01/01/2014,For Profit,Group 1001,Chicago,2341,"322 S. Green
Street",Suite 400,Chicago,IL,60607,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/16/2022,H3071,002,Submitted,8/6/2024 4:01:23 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEAR SPRING HEALTH
INSURANCE COMPANY",Clear Spring Health,H8014,Local CCP,Local PPO,01/01/2023,For Profit,Group 1001,Chicago,90,"250 South
Northwest
Highway",Suite 302,Park Ridge,IL,60068,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/22/2022,H8014,001,Submitted,8/6/2024 4:01:34 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEAR SPRING HEALTH OF
ILLINOIS, INC.",Clear Spring Health,H5454,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,Group 1001,Chicago,965,"227 West Monroe
Street",Suite 3950,Chicago,IL,60606,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/16/2022,H5454,001,Submitted,8/6/2024 4:01:23 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEAR SPRING HEALTH OF
ILLINOIS, INC.",Clear Spring Health,H5454,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,Group 1001,Chicago,965,"227 West Monroe
Street",Suite 3950,Chicago,IL,60606,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/16/2022,H5454,002,Submitted,8/6/2024 4:01:26 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEAR SPRING HEALTH OF
ILLINOIS, INC.",Clear Spring Health,H5454,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,Group 1001,Chicago,965,"227 West Monroe
Street",Suite 3950,Chicago,IL,60606,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/16/2022,H5454,005,Submitted,8/6/2024 4:01:24 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEAR SPRING HEALTH OF
ILLINOIS, INC.",Clear Spring Health,H5454,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,Group 1001,Chicago,965,"227 West Monroe
Street",Suite 3950,Chicago,IL,60606,"Vice President,
Provider",Cuevas,Elizabeth, ,1-754-208-5880, , ,Elizabeth.Cuevas@clearspringhealthcare.com,"250 South
Northwest
Highway Suite
302",Suite 302,Park Ridge,IL,60068,03/16/2022,H5454,006,Submitted,8/6/2024 4:01:23 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,002,Submitted,8/7/2024 3:57:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,002,Submitted,8/7/2024 3:57:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,002,Submitted,8/7/2024 3:57:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,002,Submitted,8/7/2024 3:57:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,002,Submitted,8/7/2024 3:57:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,008,Submitted,8/7/2024 3:57:41 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,008,Submitted,8/7/2024 3:57:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,008,Submitted,8/7/2024 3:57:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,008,Submitted,8/7/2024 3:57:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,008,Submitted,8/7/2024 3:57:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,011,Submitted,8/7/2024 3:57:49 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,011,Submitted,8/7/2024 3:57:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,011,Submitted,8/7/2024 3:57:57 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,011,Submitted,8/7/2024 3:57:57 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLEVER CARE OF GOLDEN
STATE, INC.",Clever Care Health Plan,H7607,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"Clever Care Health
Plan, Inc.",Philadelphia,27518,7711 Center Ave,Suite 100,Huntington Beach,CA,92647,Customer Service,Service,Customer, ,1-833-388-8168, , ,csr@ccmapd.com,7711 Center Ave,Suite 100,"Huntington
Beach",CA,92647,12/05/2024,H7607,011,Submitted,8/7/2024 3:57:57 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER HMO OF NEW
JERSEY INC.",Clover Health,H8010,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"Clover Health
Holdings, Inc.",New York,3241,P.O. Box 21164, ,Eagan,MN,55121,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H8010,002,Submitted,8/7/2024 8:27:02 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER HMO OF NEW
JERSEY INC.",Clover Health,H8010,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"Clover Health
Holdings, Inc.",New York,3241,P.O. Box 21164, ,Eagan,MN,55121,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H8010,003,Submitted,8/7/2024 8:27:02 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,004,Submitted,8/7/2024 8:26:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,007,Submitted,8/7/2024 8:26:54 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,025,Submitted,8/7/2024 8:26:46 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,026,Submitted,8/7/2024 8:26:54 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,032,Submitted,8/7/2024 8:26:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,036,Submitted,8/7/2024 8:26:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,038,Submitted,8/7/2024 8:26:55 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,042,Submitted,8/9/2024 2:19:29 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,045,Submitted,8/7/2024 8:26:59 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,054,Submitted,8/7/2024 8:26:59 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,056,Submitted,7/15/2024 1:02:48 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,057,Submitted,7/15/2024 1:02:54 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,061,Submitted,7/15/2024 1:02:54 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,062,Submitted,7/15/2024 1:02:54 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"CLOVER INSURANCE
COMPANY",Clover Health,H5141,Local CCP,Local PPO,01/01/2013,For Profit,"Clover Health
Holdings, Inc.",New York,100372,"3401 Mallory
Lane Ste 210", ,Franklin,TN,37067,"Chief
Compliance
Officer",Richey,Wendy, ,1-551-225-2014, ,1-201-255-4173,wendy.richey@cloverhealth.com,P.O. Box 21164, ,Eagan,MN,55121,03/12/2025,H5141,801,Submitted,7/15/2024 1:02:40 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
COLLABRIA CARE,Providence PACE,H2085,"National
PACE",National PACE,01/01/2023,Not-for-Profit/Non-Profit,"St. Joseph Home Care
Network","San
Francisco",57,"414 South
Jefferson Street", ,Napa,CA,94559, ,Bering,Rika, ,1-503-215-3857, ,1-206-760-6339,rika.bering@providence.org,"4400 NE Halsey,
Bldg. 1, Suite 200", ,Portland,OR,97213,02/24/2022,H2085,001,Submitted,5/29/2024 1:14:08 PM EDT,,,,,,,,
COLLABRIA CARE,Providence PACE,H2085,"National
PACE",National PACE,01/01/2023,Not-for-Profit/Non-Profit,"St. Joseph Home Care
Network","San
Francisco",57,"414 South
Jefferson Street", ,Napa,CA,94559, ,Bering,Rika, ,1-503-215-3857, ,1-206-760-6339,rika.bering@providence.org,"4400 NE Halsey,
Bldg. 1, Suite 200", ,Portland,OR,97213,02/24/2022,H2085,002,Submitted,5/29/2024 1:14:08 PM EDT,,,,,,,,
"COMMONWEALTH CARE
ALLIANCE, INC.","Commonwealth Care
Alliance Massachusetts",H0137,Demo,"Medicare-Medicaid
Plan
HMO/HMOPOS",10/01/2013,Not-for-Profit/Non-Profit,"Commonwealth Care
Alliance, Inc.",Boston,28733,30 Winter Street,12th Floor,Boston,MA,2108, ,Services,Member, ,1-866-420-9332, , ,memberservices@commonwealthcare.org,30 Winter Street, ,Boston,MA,2108,01/16/2023,H0137,001,Submitted,11/8/2024 12:56:18 PM EST,1,,,,,,,
"COMMONWEALTH CARE
ALLIANCE, INC.","Commonwealth Care
Alliance Massachusetts",H2225,Local CCP,HMO/HMOPOS,06/01/2004,Not-for-Profit/Non-Profit,"Commonwealth Care
Alliance, Inc.",Boston,16094,"30 WINTER
STREET", ,BOSTON,MA,2108, ,Services,Member, ,1-866-420-9332, , ,memberservices@commonwealthcare.org,30 Winter Street, ,Boston,MA,2108,01/16/2023,H2225,001,Submitted,8/6/2024 7:39:15 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"COMMUNITY CARE
HEALTH PLAN OF
LOUISIANA, INC.",Healthy Blue,H1947,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"Elevance Health, Inc.",Chicago,2160,"4425 Corporation
Lane", ,Virginia Beach,VA,23462, ,Service,Customer, ,1-888-230-7338, , ,DirectoryRequest_MMP@anthem.com,"4361 Irwin
Simpson Rd", ,Mason,OH,45040,05/23/2023,H1947,001,Submitted,8/6/2024 1:23:45 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"COMMUNITY CARE
HEALTH PLAN OF
LOUISIANA, INC.",Healthy Blue,H1947,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"Elevance Health, Inc.",Chicago,2160,"4425 Corporation
Lane", ,Virginia Beach,VA,23462, ,Service,Customer, ,1-888-230-7338, , ,DirectoryRequest_MMP@anthem.com,"4361 Irwin
Simpson Rd", ,Mason,OH,45040,05/23/2023,H1947,003,Submitted,8/6/2024 1:23:45 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"COMMUNITY CARE
HEALTH PLAN OF
LOUISIANA, INC.",Healthy Blue,H1947,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"Elevance Health, Inc.",Chicago,2160,"4425 Corporation
Lane", ,Virginia Beach,VA,23462, ,Service,Customer, ,1-888-230-7338, , ,DirectoryRequest_MMP@anthem.com,"4361 Irwin
Simpson Rd", ,Mason,OH,45040,05/23/2023,H1947,004,Submitted,8/6/2024 1:23:46 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"COMMUNITY CARE
HEALTH PLAN, INC.",Community Care,H2034,Local CCP,HMO/HMOPOS,01/01/2008,Not-for-Profit/Non-Profit,"Community Care, Inc.",Chicago,471,205 Bishops Way, ,Brookfield,WI,53005, ,Hotline,Provider, ,1-866-937-2783, , ,claimsinquiries@communitycareinc.org,"1801 Dolphin
Drive", ,Waukesha,WI,53186,02/17/2010,H2034,001,Submitted,8/7/2024 9:11:01 AM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"COMMUNITY CARE, INC.",Community Care,H5212,"National
PACE",National PACE,11/01/2003,Not-for-Profit/Non-Profit,"Community Care, Inc.",Chicago,455,205 Bishops Way, ,Brookfield,WI,53005, ,Hotline,Provider, ,1-866-937-2783, , ,claimsinquiries@communitycareinc.org,"1801 Dolphin
Drive", ,Waukesha,WI,53186,02/17/2010,H5212,001,Submitted,5/28/2024 1:44:06 PM EDT,,,,,,,,
"COMMUNITY CARE, INC.",Community Care,H5212,"National
PACE",National PACE,11/01/2003,Not-for-Profit/Non-Profit,"Community Care, Inc.",Chicago,455,205 Bishops Way, ,Brookfield,WI,53005, ,Hotline,Provider, ,1-866-937-2783, , ,claimsinquiries@communitycareinc.org,"1801 Dolphin
Drive", ,Waukesha,WI,53186,02/17/2010,H5212,002,Submitted,5/28/2024 1:44:06 PM EDT,,,,,,,,
"COMMUNITY ELDERCARE
OF SAN DIEGO",St. Paul's PACE,H5629,"National
PACE",National PACE,02/01/2008,Not-for-Profit/Non-Profit,"St. Paulâ€™s
Episcopal Home","San
Francisco",1116,111 Elm Street, ,San Diego,CA,92101,"Compliance
Director",Cueva,Celeste, ,1-877-510-7223, , ,ccueva@stpaulspace.org,"3444 Camino Del
Rio N", ,San Diego,CA,92108,08/05/2024,H5629,001,Submitted,5/28/2024 12:13:02 PM EDT,,,,,,,,
